Jahr;Bundesland;Kennzahl;Wirtschaftszweig;Stoffgruppe;Verwendung(t);VerwendungCO2(1000t);Einfuhr(t);EinfuhrCO2(1000t);Ausfuhr(t);AusfuhrCO2(100t)
2023;Brandenburg;WZ08-49;Landverkehr und Transport in Rohrfernleitungen;Blends;N/A;N/A;N/A;N/A;N/A;N/A
2023;Brandenburg;WZ08-49;Landverkehr und Transport in Rohrfernleitungen;F-IKW (Fluoridkohlenwasserstoffe);N/A;N/A;N/A;N/A;N/A;N/A
2023;Brandenburg;WZ08-49;Landverkehr und Transport in Rohrfernleitungen;H-BKW (Hydrogenierte Bromkohlenwasserstoffe);N/A;N/A;N/A;N/A;N/A;N/A
2023;Brandenburg;WZ08-49;Landverkehr und Transport in Rohrfernleitungen;H-CKW (Teilchlorierte Kohlenwasserstoffe);N/A;N/A;N/A;N/A;N/A;N/A
2023;Brandenburg;WZ08-49;Landverkehr und Transport in Rohrfernleitungen;FBKW (Fluorbromkohlenwasserstoffe (Halone));N/A;N/A;N/A;N/A;N/A;N/A
2023;Brandenburg;WZ08-49;Landverkehr und Transport in Rohrfernleitungen;H-BCKW (Teilhalog. Bromchlorkohlenwasserstoffe);N/A;N/A;N/A;N/A;N/A;N/A
2023;Brandenburg;WZ08-49;Landverkehr und Transport in Rohrfernleitungen;Insgesamt;N/A;N/A;N/A;N/A;N/A;N/A
2023;Brandenburg;WZ08-50;Schifffahrt;FKW (Fluorkohlenwasserstoffe);N/A;N/A;N/A;N/A;N/A;N/A
2023;Brandenburg;WZ08-50;Schifffahrt;H-FKW (Teilhalogenierte Fluorkohlenwasserstoffe);N/A;N/A;N/A;N/A;N/A;N/A
2023;Brandenburg;WZ08-50;Schifffahrt;H-FCKW (Teilhalog. Fluorchlorkohlenwasserstoffe);N/A;N/A;N/A;N/A;N/A;N/A
2023;Brandenburg;WZ08-50;Schifffahrt;Blends;N/A;N/A;N/A;N/A;N/A;N/A
2023;Brandenburg;WZ08-50;Schifffahrt;F-IKW (Fluoridkohlenwasserstoffe);N/A;N/A;N/A;N/A;N/A;N/A
2023;Brandenburg;WZ08-50;Schifffahrt;H-BKW (Hydrogenierte Bromkohlenwasserstoffe);N/A;N/A;N/A;N/A;N/A;N/A
2023;Brandenburg;WZ08-50;Schifffahrt;H-CKW (Teilchlorierte Kohlenwasserstoffe);N/A;N/A;N/A;N/A;N/A;N/A
2023;Brandenburg;WZ08-50;Schifffahrt;FBKW (Fluorbromkohlenwasserstoffe (Halone));N/A;N/A;N/A;N/A;N/A;N/A
2023;Brandenburg;WZ08-50;Schifffahrt;H-BCKW (Teilhalog. Bromchlorkohlenwasserstoffe);N/A;N/A;N/A;N/A;N/A;N/A
2023;Brandenburg;WZ08-50;Schifffahrt;Insgesamt;N/A;N/A;N/A;N/A;N/A;N/A
2023;Brandenburg;WZ08-52;Lagerei, sonstige Dienstleistungen für den Verkehr;FKW (Fluorkohlenwasserstoffe);N/A;N/A;N/A;N/A;N/A;N/A
2023;Brandenburg;WZ08-52;Lagerei, sonstige Dienstleistungen für den Verkehr;H-FKW (Teilhalogenierte Fluorkohlenwasserstoffe);N/A;N/A;N/A;N/A;N/A;N/A
2023;Brandenburg;WZ08-52;Lagerei, sonstige Dienstleistungen für den Verkehr;H-FCKW (Teilhalog. Fluorchlorkohlenwasserstoffe);N/A;N/A;N/A;N/A;N/A;N/A
2023;Brandenburg;WZ08-52;Lagerei, sonstige Dienstleistungen für den Verkehr;Blends;N/A;N/A;N/A;N/A;N/A;N/A
2023;Brandenburg;WZ08-52;Lagerei, sonstige Dienstleistungen für den Verkehr;F-IKW (Fluoridkohlenwasserstoffe);N/A;N/A;N/A;N/A;N/A;N/A
2023;Brandenburg;WZ08-52;Lagerei, sonstige Dienstleistungen für den Verkehr;H-BKW (Hydrogenierte Bromkohlenwasserstoffe);N/A;N/A;N/A;N/A;N/A;N/A
2023;Brandenburg;WZ08-52;Lagerei, sonstige Dienstleistungen für den Verkehr;H-CKW (Teilchlorierte Kohlenwasserstoffe);N/A;N/A;N/A;N/A;N/A;N/A
2023;Brandenburg;WZ08-52;Lagerei, sonstige Dienstleistungen für den Verkehr;FBKW (Fluorbromkohlenwasserstoffe (Halone));N/A;N/A;N/A;N/A;N/A;N/A
2023;Brandenburg;WZ08-52;Lagerei, sonstige Dienstleistungen für den Verkehr;H-BCKW (Teilhalog. Bromchlorkohlenwasserstoffe);N/A;N/A;N/A;N/A;N/A;N/A
2023;Brandenburg;WZ08-52;Lagerei, sonstige Dienstleistungen für den Verkehr;Insgesamt;N/A;N/A;N/A;N/A;N/A;N/A
2023;Brandenburg;WZ08-56;Gastronomie;FKW (Fluorkohlenwasserstoffe);N/A;N/A;N/A;N/A;N/A;N/A
2023;Brandenburg;WZ08-56;Gastronomie;H-FKW (Teilhalogenierte Fluorkohlenwasserstoffe);N/A;N/A;N/A;N/A;N/A;N/A
2023;Brandenburg;WZ08-56;Gastronomie;H-FCKW (Teilhalog. Fluorchlorkohlenwasserstoffe);N/A;N/A;N/A;N/A;N/A;N/A
2023;Brandenburg;WZ08-56;Gastronomie;Blends;N/A;N/A;N/A;N/A;N/A;N/A
2023;Brandenburg;WZ08-56;Gastronomie;F-IKW (Fluoridkohlenwasserstoffe);N/A;N/A;N/A;N/A;N/A;N/A
2023;Brandenburg;WZ08-56;Gastronomie;H-BKW (Hydrogenierte Bromkohlenwasserstoffe);N/A;N/A;N/A;N/A;N/A;N/A
2023;Brandenburg;WZ08-56;Gastronomie;H-CKW (Teilchlorierte Kohlenwasserstoffe);N/A;N/A;N/A;N/A;N/A;N/A
2023;Brandenburg;WZ08-56;Gastronomie;FBKW (Fluorbromkohlenwasserstoffe (Halone));N/A;N/A;N/A;N/A;N/A;N/A
2023;Brandenburg;WZ08-56;Gastronomie;H-BCKW (Teilhalog. Bromchlorkohlenwasserstoffe);N/A;N/A;N/A;N/A;N/A;N/A
2023;Brandenburg;WZ08-56;Gastronomie;Insgesamt;N/A;N/A;N/A;N/A;N/A;N/A
2023;Brandenburg;WZ08-62;Dienstleistungen der Informationstechnologie;FKW (Fluorkohlenwasserstoffe);N/A;N/A;N/A;N/A;N/A;N/A
2023;Brandenburg;WZ08-62;Dienstleistungen der Informationstechnologie;H-FKW (Teilhalogenierte Fluorkohlenwasserstoffe);N/A;N/A;N/A;N/A;N/A;N/A
2023;Brandenburg;WZ08-62;Dienstleistungen der Informationstechnologie;H-FCKW (Teilhalog. Fluorchlorkohlenwasserstoffe);N/A;N/A;N/A;N/A;N/A;N/A
2023;Brandenburg;WZ08-62;Dienstleistungen der Informationstechnologie;Blends;N/A;N/A;N/A;N/A;N/A;N/A
2023;Brandenburg;WZ08-62;Dienstleistungen der Informationstechnologie;F-IKW (Fluoridkohlenwasserstoffe);N/A;N/A;N/A;N/A;N/A;N/A
2023;Brandenburg;WZ08-62;Dienstleistungen der Informationstechnologie;H-BKW (Hydrogenierte Bromkohlenwasserstoffe);N/A;N/A;N/A;N/A;N/A;N/A
2023;Brandenburg;WZ08-62;Dienstleistungen der Informationstechnologie;H-CKW (Teilchlorierte Kohlenwasserstoffe);N/A;N/A;N/A;N/A;N/A;N/A
2023;Brandenburg;WZ08-62;Dienstleistungen der Informationstechnologie;FBKW (Fluorbromkohlenwasserstoffe (Halone));N/A;N/A;N/A;N/A;N/A;N/A
2023;Brandenburg;WZ08-62;Dienstleistungen der Informationstechnologie;H-BCKW (Teilhalog. Bromchlorkohlenwasserstoffe);N/A;N/A;N/A;N/A;N/A;N/A
2023;Brandenburg;WZ08-62;Dienstleistungen der Informationstechnologie;Insgesamt;N/A;N/A;N/A;N/A;N/A;N/A
2023;Brandenburg;WZ08-64;Erbringung von Finanzdienstleistungen;FKW (Fluorkohlenwasserstoffe);N/A;N/A;N/A;N/A;N/A;N/A
2023;Brandenburg;WZ08-64;Erbringung von Finanzdienstleistungen;H-FKW (Teilhalogenierte Fluorkohlenwasserstoffe);N/A;N/A;N/A;N/A;N/A;N/A
2023;Brandenburg;WZ08-64;Erbringung von Finanzdienstleistungen;H-FCKW (Teilhalog. Fluorchlorkohlenwasserstoffe);N/A;N/A;N/A;N/A;N/A;N/A
2023;Brandenburg;WZ08-64;Erbringung von Finanzdienstleistungen;Blends;N/A;N/A;N/A;N/A;N/A;N/A
2023;Brandenburg;WZ08-64;Erbringung von Finanzdienstleistungen;F-IKW (Fluoridkohlenwasserstoffe);N/A;N/A;N/A;N/A;N/A;N/A
2023;Brandenburg;WZ08-64;Erbringung von Finanzdienstleistungen;H-BKW (Hydrogenierte Bromkohlenwasserstoffe);N/A;N/A;N/A;N/A;N/A;N/A
2023;Brandenburg;WZ08-64;Erbringung von Finanzdienstleistungen;H-CKW (Teilchlorierte Kohlenwasserstoffe);N/A;N/A;N/A;N/A;N/A;N/A
2023;Brandenburg;WZ08-64;Erbringung von Finanzdienstleistungen;FBKW (Fluorbromkohlenwasserstoffe (Halone));N/A;N/A;N/A;N/A;N/A;N/A
2023;Brandenburg;WZ08-64;Erbringung von Finanzdienstleistungen;H-BCKW (Teilhalog. Bromchlorkohlenwasserstoffe);N/A;N/A;N/A;N/A;N/A;N/A
2023;Brandenburg;WZ08-64;Erbringung von Finanzdienstleistungen;Insgesamt;N/A;N/A;N/A;N/A;N/A;N/A
2023;Brandenburg;WZ08-66;Mit Finanz- u. Versicherungsdienstl. verb. Tätigk.;FKW (Fluorkohlenwasserstoffe);N/A;N/A;N/A;N/A;N/A;N/A
2023;Brandenburg;WZ08-66;Mit Finanz- u. Versicherungsdienstl. verb. Tätigk.;H-FKW (Teilhalogenierte Fluorkohlenwasserstoffe);N/A;N/A;N/A;N/A;N/A;N/A
2023;Brandenburg;WZ08-66;Mit Finanz- u. Versicherungsdienstl. verb. Tätigk.;H-FCKW (Teilhalog. Fluorchlorkohlenwasserstoffe);N/A;N/A;N/A;N/A;N/A;N/A
2023;Brandenburg;WZ08-66;Mit Finanz- u. Versicherungsdienstl. verb. Tätigk.;Blends;N/A;N/A;N/A;N/A;N/A;N/A
2023;Brandenburg;WZ08-66;Mit Finanz- u. Versicherungsdienstl. verb. Tätigk.;F-IKW (Fluoridkohlenwasserstoffe);N/A;N/A;N/A;N/A;N/A;N/A
2023;Brandenburg;WZ08-66;Mit Finanz- u. Versicherungsdienstl. verb. Tätigk.;H-BKW (Hydrogenierte Bromkohlenwasserstoffe);N/A;N/A;N/A;N/A;N/A;N/A
2023;Brandenburg;WZ08-66;Mit Finanz- u. Versicherungsdienstl. verb. Tätigk.;H-CKW (Teilchlorierte Kohlenwasserstoffe);N/A;N/A;N/A;N/A;N/A;N/A
2023;Brandenburg;WZ08-66;Mit Finanz- u. Versicherungsdienstl. verb. Tätigk.;FBKW (Fluorbromkohlenwasserstoffe (Halone));N/A;N/A;N/A;N/A;N/A;N/A
2023;Brandenburg;WZ08-66;Mit Finanz- u. Versicherungsdienstl. verb. Tätigk.;H-BCKW (Teilhalog. Bromchlorkohlenwasserstoffe);N/A;N/A;N/A;N/A;N/A;N/A
2023;Brandenburg;WZ08-66;Mit Finanz- u. Versicherungsdienstl. verb. Tätigk.;Insgesamt;N/A;N/A;N/A;N/A;N/A;N/A
2023;Brandenburg;WZ08-68;Grundstücks- und Wohnungswesen;FKW (Fluorkohlenwasserstoffe);N/A;N/A;N/A;N/A;N/A;N/A
2023;Brandenburg;WZ08-68;Grundstücks- und Wohnungswesen;H-FKW (Teilhalogenierte Fluorkohlenwasserstoffe);N/A;N/A;N/A;N/A;N/A;N/A
2023;Brandenburg;WZ08-68;Grundstücks- und Wohnungswesen;H-FCKW (Teilhalog. Fluorchlorkohlenwasserstoffe);N/A;N/A;N/A;N/A;N/A;N/A
2023;Brandenburg;WZ08-68;Grundstücks- und Wohnungswesen;Blends;N/A;N/A;N/A;N/A;N/A;N/A
2023;Brandenburg;WZ08-68;Grundstücks- und Wohnungswesen;F-IKW (Fluoridkohlenwasserstoffe);N/A;N/A;N/A;N/A;N/A;N/A
2023;Brandenburg;WZ08-68;Grundstücks- und Wohnungswesen;H-BKW (Hydrogenierte Bromkohlenwasserstoffe);N/A;N/A;N/A;N/A;N/A;N/A
2023;Brandenburg;WZ08-68;Grundstücks- und Wohnungswesen;H-CKW (Teilchlorierte Kohlenwasserstoffe);N/A;N/A;N/A;N/A;N/A;N/A
2023;Brandenburg;WZ08-68;Grundstücks- und Wohnungswesen;FBKW (Fluorbromkohlenwasserstoffe (Halone));N/A;N/A;N/A;N/A;N/A;N/A
2023;Brandenburg;WZ08-68;Grundstücks- und Wohnungswesen;H-BCKW (Teilhalog. Bromchlorkohlenwasserstoffe);N/A;N/A;N/A;N/A;N/A;N/A
2023;Brandenburg;WZ08-68;Grundstücks- und Wohnungswesen;Insgesamt;N/A;N/A;N/A;N/A;N/A;N/A
2023;Brandenburg;WZ08-70;Verwaltung u.Führung v.Untern., Untern.beratung;FKW (Fluorkohlenwasserstoffe);N/A;N/A;N/A;N/A;N/A;N/A
2023;Brandenburg;WZ08-70;Verwaltung u.Führung v.Untern., Untern.beratung;H-FKW (Teilhalogenierte Fluorkohlenwasserstoffe);N/A;N/A;N/A;N/A;N/A;N/A
2023;Brandenburg;WZ08-70;Verwaltung u.Führung v.Untern., Untern.beratung;H-FCKW (Teilhalog. Fluorchlorkohlenwasserstoffe);N/A;N/A;N/A;N/A;N/A;N/A
2023;Brandenburg;WZ08-70;Verwaltung u.Führung v.Untern., Untern.beratung;Blends;N/A;N/A;N/A;N/A;N/A;N/A
2023;Brandenburg;WZ08-70;Verwaltung u.Führung v.Untern., Untern.beratung;F-IKW (Fluoridkohlenwasserstoffe);N/A;N/A;N/A;N/A;N/A;N/A
2023;Brandenburg;WZ08-70;Verwaltung u.Führung v.Untern., Untern.beratung;H-BKW (Hydrogenierte Bromkohlenwasserstoffe);N/A;N/A;N/A;N/A;N/A;N/A
2023;Brandenburg;WZ08-70;Verwaltung u.Führung v.Untern., Untern.beratung;H-CKW (Teilchlorierte Kohlenwasserstoffe);N/A;N/A;N/A;N/A;N/A;N/A
2023;Brandenburg;WZ08-70;Verwaltung u.Führung v.Untern., Untern.beratung;FBKW (Fluorbromkohlenwasserstoffe (Halone));N/A;N/A;N/A;N/A;N/A;N/A
2023;Brandenburg;WZ08-70;Verwaltung u.Führung v.Untern., Untern.beratung;H-BCKW (Teilhalog. Bromchlorkohlenwasserstoffe);N/A;N/A;N/A;N/A;N/A;N/A
2023;Brandenburg;WZ08-70;Verwaltung u.Führung v.Untern., Untern.beratung;Insgesamt;N/A;N/A;N/A;N/A;N/A;N/A
2023;Brandenburg;WZ08-71;Architektur-,Ing.büros,techn.,physik.Untersuchung;FKW (Fluorkohlenwasserstoffe);N/A;N/A;N/A;N/A;N/A;N/A
2023;Brandenburg;WZ08-71;Architektur-,Ing.büros,techn.,physik.Untersuchung;H-FKW (Teilhalogenierte Fluorkohlenwasserstoffe);N/A;N/A;N/A;N/A;N/A;N/A
2023;Brandenburg;WZ08-71;Architektur-,Ing.büros,techn.,physik.Untersuchung;H-FCKW (Teilhalog. Fluorchlorkohlenwasserstoffe);N/A;N/A;N/A;N/A;N/A;N/A
2023;Brandenburg;WZ08-71;Architektur-,Ing.büros,techn.,physik.Untersuchung;Blends;N/A;N/A;N/A;N/A;N/A;N/A
2023;Brandenburg;WZ08-71;Architektur-,Ing.büros,techn.,physik.Untersuchung;F-IKW (Fluoridkohlenwasserstoffe);N/A;N/A;N/A;N/A;N/A;N/A
2023;Brandenburg;WZ08-71;Architektur-,Ing.büros,techn.,physik.Untersuchung;H-BKW (Hydrogenierte Bromkohlenwasserstoffe);N/A;N/A;N/A;N/A;N/A;N/A
2023;Brandenburg;WZ08-71;Architektur-,Ing.büros,techn.,physik.Untersuchung;H-CKW (Teilchlorierte Kohlenwasserstoffe);N/A;N/A;N/A;N/A;N/A;N/A
2023;Brandenburg;WZ08-71;Architektur-,Ing.büros,techn.,physik.Untersuchung;FBKW (Fluorbromkohlenwasserstoffe (Halone));N/A;N/A;N/A;N/A;N/A;N/A
2023;Brandenburg;WZ08-71;Architektur-,Ing.büros,techn.,physik.Untersuchung;H-BCKW (Teilhalog. Bromchlorkohlenwasserstoffe);N/A;N/A;N/A;N/A;N/A;N/A
2023;Brandenburg;WZ08-71;Architektur-,Ing.büros,techn.,physik.Untersuchung;Insgesamt;N/A;N/A;N/A;N/A;N/A;N/A
2023;Brandenburg;WZ08-72;Forschung und Entwicklung;FKW (Fluorkohlenwasserstoffe);N/A;N/A;N/A;N/A;N/A;N/A
2023;Brandenburg;WZ08-72;Forschung und Entwicklung;H-FKW (Teilhalogenierte Fluorkohlenwasserstoffe);N/A;N/A;N/A;N/A;N/A;N/A
2023;Brandenburg;WZ08-72;Forschung und Entwicklung;H-FCKW (Teilhalog. Fluorchlorkohlenwasserstoffe);N/A;N/A;N/A;N/A;N/A;N/A
2023;Brandenburg;WZ08-72;Forschung und Entwicklung;Blends;N/A;N/A;N/A;N/A;N/A;N/A
2023;Brandenburg;WZ08-72;Forschung und Entwicklung;F-IKW (Fluoridkohlenwasserstoffe);N/A;N/A;N/A;N/A;N/A;N/A
2023;Brandenburg;WZ08-72;Forschung und Entwicklung;H-BKW (Hydrogenierte Bromkohlenwasserstoffe);N/A;N/A;N/A;N/A;N/A;N/A
2023;Brandenburg;WZ08-72;Forschung und Entwicklung;H-CKW (Teilchlorierte Kohlenwasserstoffe);N/A;N/A;N/A;N/A;N/A;N/A
2023;Brandenburg;WZ08-72;Forschung und Entwicklung;FBKW (Fluorbromkohlenwasserstoffe (Halone));N/A;N/A;N/A;N/A;N/A;N/A
2023;Brandenburg;WZ08-72;Forschung und Entwicklung;H-BCKW (Teilhalog. Bromchlorkohlenwasserstoffe);N/A;N/A;N/A;N/A;N/A;N/A
2023;Brandenburg;WZ08-72;Forschung und Entwicklung;Insgesamt;N/A;N/A;N/A;N/A;N/A;N/A
2023;Brandenburg;WZ08-74;Sonst. freiberufl.,wissenschaftl. u. techn.Tätigk.;FKW (Fluorkohlenwasserstoffe);N/A;N/A;N/A;N/A;N/A;N/A
2023;Brandenburg;WZ08-74;Sonst. freiberufl.,wissenschaftl. u. techn.Tätigk.;H-FKW (Teilhalogenierte Fluorkohlenwasserstoffe);N/A;N/A;N/A;N/A;N/A;N/A
2023;Brandenburg;WZ08-74;Sonst. freiberufl.,wissenschaftl. u. techn.Tätigk.;H-FCKW (Teilhalog. Fluorchlorkohlenwasserstoffe);N/A;N/A;N/A;N/A;N/A;N/A
2023;Brandenburg;WZ08-74;Sonst. freiberufl.,wissenschaftl. u. techn.Tätigk.;Blends;N/A;N/A;N/A;N/A;N/A;N/A
2023;Brandenburg;WZ08-74;Sonst. freiberufl.,wissenschaftl. u. techn.Tätigk.;F-IKW (Fluoridkohlenwasserstoffe);N/A;N/A;N/A;N/A;N/A;N/A
2023;Brandenburg;WZ08-74;Sonst. freiberufl.,wissenschaftl. u. techn.Tätigk.;H-BKW (Hydrogenierte Bromkohlenwasserstoffe);N/A;N/A;N/A;N/A;N/A;N/A
2023;Brandenburg;WZ08-74;Sonst. freiberufl.,wissenschaftl. u. techn.Tätigk.;H-CKW (Teilchlorierte Kohlenwasserstoffe);N/A;N/A;N/A;N/A;N/A;N/A
2023;Brandenburg;WZ08-74;Sonst. freiberufl.,wissenschaftl. u. techn.Tätigk.;FBKW (Fluorbromkohlenwasserstoffe (Halone));N/A;N/A;N/A;N/A;N/A;N/A
2023;Brandenburg;WZ08-74;Sonst. freiberufl.,wissenschaftl. u. techn.Tätigk.;H-BCKW (Teilhalog. Bromchlorkohlenwasserstoffe);N/A;N/A;N/A;N/A;N/A;N/A
2023;Brandenburg;WZ08-74;Sonst. freiberufl.,wissenschaftl. u. techn.Tätigk.;Insgesamt;N/A;N/A;N/A;N/A;N/A;N/A
2023;Brandenburg;WZ08-77;Vermietung von beweglichen Sachen;FKW (Fluorkohlenwasserstoffe);N/A;N/A;N/A;N/A;N/A;N/A
2023;Brandenburg;WZ08-77;Vermietung von beweglichen Sachen;H-FKW (Teilhalogenierte Fluorkohlenwasserstoffe);N/A;N/A;N/A;N/A;N/A;N/A
2023;Brandenburg;WZ08-77;Vermietung von beweglichen Sachen;H-FCKW (Teilhalog. Fluorchlorkohlenwasserstoffe);N/A;N/A;N/A;N/A;N/A;N/A
2023;Brandenburg;WZ08-77;Vermietung von beweglichen Sachen;Blends;N/A;N/A;N/A;N/A;N/A;N/A
2023;Brandenburg;WZ08-77;Vermietung von beweglichen Sachen;F-IKW (Fluoridkohlenwasserstoffe);N/A;N/A;N/A;N/A;N/A;N/A
2023;Brandenburg;WZ08-77;Vermietung von beweglichen Sachen;H-BKW (Hydrogenierte Bromkohlenwasserstoffe);N/A;N/A;N/A;N/A;N/A;N/A
2023;Brandenburg;WZ08-77;Vermietung von beweglichen Sachen;H-CKW (Teilchlorierte Kohlenwasserstoffe);N/A;N/A;N/A;N/A;N/A;N/A
2023;Brandenburg;WZ08-77;Vermietung von beweglichen Sachen;FBKW (Fluorbromkohlenwasserstoffe (Halone));N/A;N/A;N/A;N/A;N/A;N/A
2023;Brandenburg;WZ08-77;Vermietung von beweglichen Sachen;H-BCKW (Teilhalog. Bromchlorkohlenwasserstoffe);N/A;N/A;N/A;N/A;N/A;N/A
2023;Brandenburg;WZ08-77;Vermietung von beweglichen Sachen;Insgesamt;N/A;N/A;N/A;N/A;N/A;N/A
2023;Brandenburg;WZ08-79;Reisebüros, -veranstalter u. sonst. Reservierungen;FKW (Fluorkohlenwasserstoffe);N/A;N/A;N/A;N/A;N/A;N/A
2023;Brandenburg;WZ08-79;Reisebüros, -veranstalter u. sonst. Reservierungen;H-FKW (Teilhalogenierte Fluorkohlenwasserstoffe);N/A;N/A;N/A;N/A;N/A;N/A
2023;Brandenburg;WZ08-79;Reisebüros, -veranstalter u. sonst. Reservierungen;H-FCKW (Teilhalog. Fluorchlorkohlenwasserstoffe);N/A;N/A;N/A;N/A;N/A;N/A
2023;Brandenburg;WZ08-79;Reisebüros, -veranstalter u. sonst. Reservierungen;Blends;N/A;N/A;N/A;N/A;N/A;N/A
2023;Brandenburg;WZ08-79;Reisebüros, -veranstalter u. sonst. Reservierungen;F-IKW (Fluoridkohlenwasserstoffe);N/A;N/A;N/A;N/A;N/A;N/A
2023;Brandenburg;WZ08-79;Reisebüros, -veranstalter u. sonst. Reservierungen;H-BKW (Hydrogenierte Bromkohlenwasserstoffe);N/A;N/A;N/A;N/A;N/A;N/A
2023;Brandenburg;WZ08-79;Reisebüros, -veranstalter u. sonst. Reservierungen;H-CKW (Teilchlorierte Kohlenwasserstoffe);N/A;N/A;N/A;N/A;N/A;N/A
2023;Brandenburg;WZ08-79;Reisebüros, -veranstalter u. sonst. Reservierungen;FBKW (Fluorbromkohlenwasserstoffe (Halone));N/A;N/A;N/A;N/A;N/A;N/A
2023;Brandenburg;WZ08-79;Reisebüros, -veranstalter u. sonst. Reservierungen;H-BCKW (Teilhalog. Bromchlorkohlenwasserstoffe);N/A;N/A;N/A;N/A;N/A;N/A
2023;Brandenburg;WZ08-79;Reisebüros, -veranstalter u. sonst. Reservierungen;Insgesamt;N/A;N/A;N/A;N/A;N/A;N/A
2023;Brandenburg;WZ08-81;Gebäudebetreuung, Garten- und Landschaftsbau;FKW (Fluorkohlenwasserstoffe);N/A;N/A;N/A;N/A;N/A;N/A
2023;Brandenburg;WZ08-81;Gebäudebetreuung, Garten- und Landschaftsbau;H-FKW (Teilhalogenierte Fluorkohlenwasserstoffe);N/A;N/A;N/A;N/A;N/A;N/A
2023;Brandenburg;WZ08-81;Gebäudebetreuung, Garten- und Landschaftsbau;H-FCKW (Teilhalog. Fluorchlorkohlenwasserstoffe);N/A;N/A;N/A;N/A;N/A;N/A
2023;Brandenburg;WZ08-81;Gebäudebetreuung, Garten- und Landschaftsbau;Blends;N/A;N/A;N/A;N/A;N/A;N/A
2023;Brandenburg;WZ08-81;Gebäudebetreuung, Garten- und Landschaftsbau;F-IKW (Fluoridkohlenwasserstoffe);N/A;N/A;N/A;N/A;N/A;N/A
2023;Brandenburg;WZ08-81;Gebäudebetreuung, Garten- und Landschaftsbau;H-BKW (Hydrogenierte Bromkohlenwasserstoffe);N/A;N/A;N/A;N/A;N/A;N/A
2023;Brandenburg;WZ08-81;Gebäudebetreuung, Garten- und Landschaftsbau;H-CKW (Teilchlorierte Kohlenwasserstoffe);N/A;N/A;N/A;N/A;N/A;N/A
2023;Brandenburg;WZ08-81;Gebäudebetreuung, Garten- und Landschaftsbau;FBKW (Fluorbromkohlenwasserstoffe (Halone));N/A;N/A;N/A;N/A;N/A;N/A
2023;Brandenburg;WZ08-81;Gebäudebetreuung, Garten- und Landschaftsbau;H-BCKW (Teilhalog. Bromchlorkohlenwasserstoffe);N/A;N/A;N/A;N/A;N/A;N/A
2023;Brandenburg;WZ08-81;Gebäudebetreuung, Garten- und Landschaftsbau;Insgesamt;N/A;N/A;N/A;N/A;N/A;N/A
2023;Brandenburg;WZ08-82;Dienstleistungen für Unternehmen u.Privatpers. ang;FKW (Fluorkohlenwasserstoffe);N/A;N/A;N/A;N/A;N/A;N/A
2023;Brandenburg;WZ08-82;Dienstleistungen für Unternehmen u.Privatpers. ang;H-FKW (Teilhalogenierte Fluorkohlenwasserstoffe);N/A;N/A;N/A;N/A;N/A;N/A
2023;Brandenburg;WZ08-82;Dienstleistungen für Unternehmen u.Privatpers. ang;H-FCKW (Teilhalog. Fluorchlorkohlenwasserstoffe);N/A;N/A;N/A;N/A;N/A;N/A
2023;Brandenburg;WZ08-82;Dienstleistungen für Unternehmen u.Privatpers. ang;Blends;N/A;N/A;N/A;N/A;N/A;N/A
2023;Brandenburg;WZ08-82;Dienstleistungen für Unternehmen u.Privatpers. ang;F-IKW (Fluoridkohlenwasserstoffe);N/A;N/A;N/A;N/A;N/A;N/A
2023;Brandenburg;WZ08-82;Dienstleistungen für Unternehmen u.Privatpers. ang;H-BKW (Hydrogenierte Bromkohlenwasserstoffe);N/A;N/A;N/A;N/A;N/A;N/A
2023;Brandenburg;WZ08-82;Dienstleistungen für Unternehmen u.Privatpers. ang;H-CKW (Teilchlorierte Kohlenwasserstoffe);N/A;N/A;N/A;N/A;N/A;N/A
2023;Brandenburg;WZ08-82;Dienstleistungen für Unternehmen u.Privatpers. ang;FBKW (Fluorbromkohlenwasserstoffe (Halone));N/A;N/A;N/A;N/A;N/A;N/A
2023;Brandenburg;WZ08-82;Dienstleistungen für Unternehmen u.Privatpers. ang;H-BCKW (Teilhalog. Bromchlorkohlenwasserstoffe);N/A;N/A;N/A;N/A;N/A;N/A
2023;Brandenburg;WZ08-82;Dienstleistungen für Unternehmen u.Privatpers. ang;Insgesamt;N/A;N/A;N/A;N/A;N/A;N/A
2023;Brandenburg;WZ08-85;Erziehung und Unterricht;FKW (Fluorkohlenwasserstoffe);N/A;N/A;N/A;N/A;N/A;N/A
2023;Brandenburg;WZ08-85;Erziehung und Unterricht;H-FKW (Teilhalogenierte Fluorkohlenwasserstoffe);N/A;N/A;N/A;N/A;N/A;N/A
2023;Brandenburg;WZ08-85;Erziehung und Unterricht;H-FCKW (Teilhalog. Fluorchlorkohlenwasserstoffe);N/A;N/A;N/A;N/A;N/A;N/A
2023;Brandenburg;WZ08-85;Erziehung und Unterricht;Blends;N/A;N/A;N/A;N/A;N/A;N/A
2023;Brandenburg;WZ08-85;Erziehung und Unterricht;F-IKW (Fluoridkohlenwasserstoffe);N/A;N/A;N/A;N/A;N/A;N/A
2023;Brandenburg;WZ08-85;Erziehung und Unterricht;H-BKW (Hydrogenierte Bromkohlenwasserstoffe);N/A;N/A;N/A;N/A;N/A;N/A
