Jahr;Bundesland;Kennzahl;Wirtschaftszweig;Stoffgruppe;Verwendung(t);VerwendungCO2(1000t);Einfuhr(t);EinfuhrCO2(1000t);Ausfuhr(t);AusfuhrCO2(100t)
2023;Brandenburg;WZ08-85;Erziehung und Unterricht;H-CKW (Teilchlorierte Kohlenwasserstoffe);N/A;N/A;N/A;N/A;N/A;N/A
2023;Brandenburg;WZ08-85;Erziehung und Unterricht;FBKW (Fluorbromkohlenwasserstoffe (Halone));N/A;N/A;N/A;N/A;N/A;N/A
2023;Brandenburg;WZ08-85;Erziehung und Unterricht;H-BCKW (Teilhalog. Bromchlorkohlenwasserstoffe);N/A;N/A;N/A;N/A;N/A;N/A
2023;Brandenburg;WZ08-85;Erziehung und Unterricht;Insgesamt;N/A;N/A;N/A;N/A;N/A;N/A
2023;Brandenburg;WZ08-86;Gesundheitswesen;FKW (Fluorkohlenwasserstoffe);N/A;N/A;N/A;N/A;N/A;N/A
2023;Brandenburg;WZ08-86;Gesundheitswesen;H-FKW (Teilhalogenierte Fluorkohlenwasserstoffe);N/A;N/A;N/A;N/A;N/A;N/A
2023;Brandenburg;WZ08-86;Gesundheitswesen;H-FCKW (Teilhalog. Fluorchlorkohlenwasserstoffe);N/A;N/A;N/A;N/A;N/A;N/A
2023;Brandenburg;WZ08-86;Gesundheitswesen;Blends;N/A;N/A;N/A;N/A;N/A;N/A
2023;Brandenburg;WZ08-86;Gesundheitswesen;F-IKW (Fluoridkohlenwasserstoffe);N/A;N/A;N/A;N/A;N/A;N/A
2023;Brandenburg;WZ08-86;Gesundheitswesen;H-BKW (Hydrogenierte Bromkohlenwasserstoffe);N/A;N/A;N/A;N/A;N/A;N/A
2023;Brandenburg;WZ08-86;Gesundheitswesen;H-CKW (Teilchlorierte Kohlenwasserstoffe);N/A;N/A;N/A;N/A;N/A;N/A
2023;Brandenburg;WZ08-86;Gesundheitswesen;FBKW (Fluorbromkohlenwasserstoffe (Halone));N/A;N/A;N/A;N/A;N/A;N/A
2023;Brandenburg;WZ08-86;Gesundheitswesen;H-BCKW (Teilhalog. Bromchlorkohlenwasserstoffe);N/A;N/A;N/A;N/A;N/A;N/A
2023;Brandenburg;WZ08-86;Gesundheitswesen;Insgesamt;N/A;N/A;N/A;N/A;N/A;N/A
2023;Brandenburg;WZ08-95;Reparatur von DV-Geräten und Gebrauchsgütern;FKW (Fluorkohlenwasserstoffe);N/A;N/A;N/A;N/A;N/A;N/A
2023;Brandenburg;WZ08-95;Reparatur von DV-Geräten und Gebrauchsgütern;H-FKW (Teilhalogenierte Fluorkohlenwasserstoffe);N/A;N/A;N/A;N/A;N/A;N/A
2023;Brandenburg;WZ08-95;Reparatur von DV-Geräten und Gebrauchsgütern;H-FCKW (Teilhalog. Fluorchlorkohlenwasserstoffe);N/A;N/A;N/A;N/A;N/A;N/A
2023;Brandenburg;WZ08-95;Reparatur von DV-Geräten und Gebrauchsgütern;Blends;N/A;N/A;N/A;N/A;N/A;N/A
2023;Brandenburg;WZ08-95;Reparatur von DV-Geräten und Gebrauchsgütern;F-IKW (Fluoridkohlenwasserstoffe);N/A;N/A;N/A;N/A;N/A;N/A
2023;Brandenburg;WZ08-95;Reparatur von DV-Geräten und Gebrauchsgütern;H-BKW (Hydrogenierte Bromkohlenwasserstoffe);N/A;N/A;N/A;N/A;N/A;N/A
2023;Brandenburg;WZ08-95;Reparatur von DV-Geräten und Gebrauchsgütern;H-CKW (Teilchlorierte Kohlenwasserstoffe);N/A;N/A;N/A;N/A;N/A;N/A
2023;Brandenburg;WZ08-95;Reparatur von DV-Geräten und Gebrauchsgütern;FBKW (Fluorbromkohlenwasserstoffe (Halone));N/A;N/A;N/A;N/A;N/A;N/A
2023;Brandenburg;WZ08-95;Reparatur von DV-Geräten und Gebrauchsgütern;H-BCKW (Teilhalog. Bromchlorkohlenwasserstoffe);N/A;N/A;N/A;N/A;N/A;N/A
2023;Brandenburg;WZ08-95;Reparatur von DV-Geräten und Gebrauchsgütern;Insgesamt;N/A;N/A;N/A;N/A;N/A;N/A
2023;Brandenburg;WZ08-96;Sonstige überwiegend persönliche Dienstleistungen;FKW (Fluorkohlenwasserstoffe);N/A;N/A;N/A;N/A;N/A;N/A
2023;Brandenburg;WZ08-96;Sonstige überwiegend persönliche Dienstleistungen;H-FKW (Teilhalogenierte Fluorkohlenwasserstoffe);N/A;N/A;N/A;N/A;N/A;N/A
2023;Brandenburg;WZ08-96;Sonstige überwiegend persönliche Dienstleistungen;H-FCKW (Teilhalog. Fluorchlorkohlenwasserstoffe);N/A;N/A;N/A;N/A;N/A;N/A
2023;Brandenburg;WZ08-96;Sonstige überwiegend persönliche Dienstleistungen;Blends;N/A;N/A;N/A;N/A;N/A;N/A
2023;Brandenburg;WZ08-96;Sonstige überwiegend persönliche Dienstleistungen;F-IKW (Fluoridkohlenwasserstoffe);N/A;N/A;N/A;N/A;N/A;N/A
2023;Brandenburg;WZ08-96;Sonstige überwiegend persönliche Dienstleistungen;H-BKW (Hydrogenierte Bromkohlenwasserstoffe);N/A;N/A;N/A;N/A;N/A;N/A
2023;Brandenburg;WZ08-96;Sonstige überwiegend persönliche Dienstleistungen;H-CKW (Teilchlorierte Kohlenwasserstoffe);N/A;N/A;N/A;N/A;N/A;N/A
2023;Brandenburg;WZ08-96;Sonstige überwiegend persönliche Dienstleistungen;FBKW (Fluorbromkohlenwasserstoffe (Halone));N/A;N/A;N/A;N/A;N/A;N/A
2023;Brandenburg;WZ08-96;Sonstige überwiegend persönliche Dienstleistungen;H-BCKW (Teilhalog. Bromchlorkohlenwasserstoffe);N/A;N/A;N/A;N/A;N/A;N/A
2023;Brandenburg;WZ08-96;Sonstige überwiegend persönliche Dienstleistungen;Insgesamt;N/A;N/A;N/A;N/A;N/A;N/A
2023;Brandenburg;;Insgesamt;FKW (Fluorkohlenwasserstoffe);N/A;N/A;N/A;N/A;N/A;N/A
2023;Brandenburg;;Insgesamt;H-FKW (Teilhalogenierte Fluorkohlenwasserstoffe);249,18;54,83;N/A;N/A;N/A;N/A
2023;Brandenburg;;Insgesamt;H-FCKW (Teilhalog. Fluorchlorkohlenwasserstoffe);N/A;N/A;N/A;N/A;N/A;N/A
2023;Brandenburg;;Insgesamt;Blends;17,63;38,13;N/A;N/A;N/A;N/A
2023;Brandenburg;;Insgesamt;F-IKW (Fluoridkohlenwasserstoffe);N/A;N/A;N/A;N/A;N/A;N/A
2023;Brandenburg;;Insgesamt;H-BKW (Hydrogenierte Bromkohlenwasserstoffe);N/A;N/A;N/A;N/A;N/A;N/A
2023;Brandenburg;;Insgesamt;H-CKW (Teilchlorierte Kohlenwasserstoffe);N/A;N/A;N/A;N/A;N/A;N/A
2023;Brandenburg;;Insgesamt;FBKW (Fluorbromkohlenwasserstoffe (Halone));N/A;N/A;N/A;N/A;N/A;N/A
2023;Brandenburg;;Insgesamt;H-BCKW (Teilhalog. Bromchlorkohlenwasserstoffe);N/A;N/A;N/A;N/A;N/A;N/A
2023;Brandenburg;;Insgesamt;Insgesamt;266,82;92,96;N/A;N/A;N/A;N/A
2023;Bremen;WZ08-01;Landwirtschaft, Jagd und verbundene Tätigkeiten;FKW (Fluorkohlenwasserstoffe);N/A;N/A;N/A;N/A;N/A;N/A
2023;Bremen;WZ08-01;Landwirtschaft, Jagd und verbundene Tätigkeiten;H-FKW (Teilhalogenierte Fluorkohlenwasserstoffe);N/A;N/A;N/A;N/A;N/A;N/A
2023;Bremen;WZ08-01;Landwirtschaft, Jagd und verbundene Tätigkeiten;H-FCKW (Teilhalog. Fluorchlorkohlenwasserstoffe);N/A;N/A;N/A;N/A;N/A;N/A
2023;Bremen;WZ08-01;Landwirtschaft, Jagd und verbundene Tätigkeiten;Blends;N/A;N/A;N/A;N/A;N/A;N/A
2023;Bremen;WZ08-01;Landwirtschaft, Jagd und verbundene Tätigkeiten;F-IKW (Fluoridkohlenwasserstoffe);N/A;N/A;N/A;N/A;N/A;N/A
2023;Bremen;WZ08-01;Landwirtschaft, Jagd und verbundene Tätigkeiten;H-BKW (Hydrogenierte Bromkohlenwasserstoffe);N/A;N/A;N/A;N/A;N/A;N/A
2023;Bremen;WZ08-01;Landwirtschaft, Jagd und verbundene Tätigkeiten;H-CKW (Teilchlorierte Kohlenwasserstoffe);N/A;N/A;N/A;N/A;N/A;N/A
2023;Bremen;WZ08-01;Landwirtschaft, Jagd und verbundene Tätigkeiten;FBKW (Fluorbromkohlenwasserstoffe (Halone));N/A;N/A;N/A;N/A;N/A;N/A
2023;Bremen;WZ08-01;Landwirtschaft, Jagd und verbundene Tätigkeiten;H-BCKW (Teilhalog. Bromchlorkohlenwasserstoffe);N/A;N/A;N/A;N/A;N/A;N/A
2023;Bremen;WZ08-01;Landwirtschaft, Jagd und verbundene Tätigkeiten;Insgesamt;N/A;N/A;N/A;N/A;N/A;N/A
2023;Bremen;WZ08-10;Herstellung von Nahrungs- und Futtermitteln;FKW (Fluorkohlenwasserstoffe);N/A;N/A;N/A;N/A;N/A;N/A
2023;Bremen;WZ08-10;Herstellung von Nahrungs- und Futtermitteln;H-FKW (Teilhalogenierte Fluorkohlenwasserstoffe);N/A;N/A;N/A;N/A;N/A;N/A
2023;Bremen;WZ08-10;Herstellung von Nahrungs- und Futtermitteln;H-FCKW (Teilhalog. Fluorchlorkohlenwasserstoffe);N/A;N/A;N/A;N/A;N/A;N/A
2023;Bremen;WZ08-10;Herstellung von Nahrungs- und Futtermitteln;Blends;N/A;N/A;N/A;N/A;N/A;N/A
2023;Bremen;WZ08-10;Herstellung von Nahrungs- und Futtermitteln;F-IKW (Fluoridkohlenwasserstoffe);N/A;N/A;N/A;N/A;N/A;N/A
2023;Bremen;WZ08-10;Herstellung von Nahrungs- und Futtermitteln;H-BKW (Hydrogenierte Bromkohlenwasserstoffe);N/A;N/A;N/A;N/A;N/A;N/A
2023;Bremen;WZ08-10;Herstellung von Nahrungs- und Futtermitteln;H-CKW (Teilchlorierte Kohlenwasserstoffe);N/A;N/A;N/A;N/A;N/A;N/A
2023;Bremen;WZ08-10;Herstellung von Nahrungs- und Futtermitteln;FBKW (Fluorbromkohlenwasserstoffe (Halone));N/A;N/A;N/A;N/A;N/A;N/A
2023;Bremen;WZ08-10;Herstellung von Nahrungs- und Futtermitteln;H-BCKW (Teilhalog. Bromchlorkohlenwasserstoffe);N/A;N/A;N/A;N/A;N/A;N/A
2023;Bremen;WZ08-10;Herstellung von Nahrungs- und Futtermitteln;Insgesamt;0,41;1,01;N/A;N/A;N/A;N/A
2023;Bremen;WZ08-11;Getränkeherstellung;FKW (Fluorkohlenwasserstoffe);N/A;N/A;N/A;N/A;N/A;N/A
2023;Bremen;WZ08-11;Getränkeherstellung;H-FKW (Teilhalogenierte Fluorkohlenwasserstoffe);N/A;N/A;N/A;N/A;N/A;N/A
2023;Bremen;WZ08-11;Getränkeherstellung;H-FCKW (Teilhalog. Fluorchlorkohlenwasserstoffe);N/A;N/A;N/A;N/A;N/A;N/A
2023;Bremen;WZ08-11;Getränkeherstellung;Blends;N/A;N/A;N/A;N/A;N/A;N/A
2023;Bremen;WZ08-11;Getränkeherstellung;F-IKW (Fluoridkohlenwasserstoffe);N/A;N/A;N/A;N/A;N/A;N/A
2023;Bremen;WZ08-11;Getränkeherstellung;H-BKW (Hydrogenierte Bromkohlenwasserstoffe);N/A;N/A;N/A;N/A;N/A;N/A
2023;Bremen;WZ08-11;Getränkeherstellung;H-CKW (Teilchlorierte Kohlenwasserstoffe);N/A;N/A;N/A;N/A;N/A;N/A
2023;Bremen;WZ08-11;Getränkeherstellung;FBKW (Fluorbromkohlenwasserstoffe (Halone));N/A;N/A;N/A;N/A;N/A;N/A
2023;Bremen;WZ08-11;Getränkeherstellung;H-BCKW (Teilhalog. Bromchlorkohlenwasserstoffe);N/A;N/A;N/A;N/A;N/A;N/A
2023;Bremen;WZ08-11;Getränkeherstellung;Insgesamt;N/A;N/A;N/A;N/A;N/A;N/A
2023;Bremen;WZ08-13;Herstellung von Textilien;FKW (Fluorkohlenwasserstoffe);N/A;N/A;N/A;N/A;N/A;N/A
2023;Bremen;WZ08-13;Herstellung von Textilien;H-FKW (Teilhalogenierte Fluorkohlenwasserstoffe);N/A;N/A;N/A;N/A;N/A;N/A
2023;Bremen;WZ08-13;Herstellung von Textilien;H-FCKW (Teilhalog. Fluorchlorkohlenwasserstoffe);N/A;N/A;N/A;N/A;N/A;N/A
2023;Bremen;WZ08-13;Herstellung von Textilien;Blends;N/A;N/A;N/A;N/A;N/A;N/A
2023;Bremen;WZ08-13;Herstellung von Textilien;F-IKW (Fluoridkohlenwasserstoffe);N/A;N/A;N/A;N/A;N/A;N/A
2023;Bremen;WZ08-13;Herstellung von Textilien;H-BKW (Hydrogenierte Bromkohlenwasserstoffe);N/A;N/A;N/A;N/A;N/A;N/A
2023;Bremen;WZ08-13;Herstellung von Textilien;H-CKW (Teilchlorierte Kohlenwasserstoffe);N/A;N/A;N/A;N/A;N/A;N/A
2023;Bremen;WZ08-13;Herstellung von Textilien;FBKW (Fluorbromkohlenwasserstoffe (Halone));N/A;N/A;N/A;N/A;N/A;N/A
2023;Bremen;WZ08-13;Herstellung von Textilien;H-BCKW (Teilhalog. Bromchlorkohlenwasserstoffe);N/A;N/A;N/A;N/A;N/A;N/A
2023;Bremen;WZ08-13;Herstellung von Textilien;Insgesamt;N/A;N/A;N/A;N/A;N/A;N/A
2023;Bremen;WZ08-19;Kokerei und Mineralölverarbeitung;FKW (Fluorkohlenwasserstoffe);N/A;N/A;N/A;N/A;N/A;N/A
2023;Bremen;WZ08-19;Kokerei und Mineralölverarbeitung;H-FKW (Teilhalogenierte Fluorkohlenwasserstoffe);N/A;N/A;N/A;N/A;N/A;N/A
2023;Bremen;WZ08-19;Kokerei und Mineralölverarbeitung;H-FCKW (Teilhalog. Fluorchlorkohlenwasserstoffe);N/A;N/A;N/A;N/A;N/A;N/A
2023;Bremen;WZ08-19;Kokerei und Mineralölverarbeitung;Blends;N/A;N/A;N/A;N/A;N/A;N/A
2023;Bremen;WZ08-19;Kokerei und Mineralölverarbeitung;F-IKW (Fluoridkohlenwasserstoffe);N/A;N/A;N/A;N/A;N/A;N/A
2023;Bremen;WZ08-19;Kokerei und Mineralölverarbeitung;H-BKW (Hydrogenierte Bromkohlenwasserstoffe);N/A;N/A;N/A;N/A;N/A;N/A
2023;Bremen;WZ08-19;Kokerei und Mineralölverarbeitung;H-CKW (Teilchlorierte Kohlenwasserstoffe);N/A;N/A;N/A;N/A;N/A;N/A
2023;Bremen;WZ08-19;Kokerei und Mineralölverarbeitung;FBKW (Fluorbromkohlenwasserstoffe (Halone));N/A;N/A;N/A;N/A;N/A;N/A
2023;Bremen;WZ08-19;Kokerei und Mineralölverarbeitung;H-BCKW (Teilhalog. Bromchlorkohlenwasserstoffe);N/A;N/A;N/A;N/A;N/A;N/A
2023;Bremen;WZ08-19;Kokerei und Mineralölverarbeitung;Insgesamt;N/A;N/A;N/A;N/A;N/A;N/A
2023;Bremen;WZ08-20;Herstellung von chemischen Erzeugnissen;FKW (Fluorkohlenwasserstoffe);N/A;N/A;N/A;N/A;N/A;N/A
2023;Bremen;WZ08-20;Herstellung von chemischen Erzeugnissen;H-FKW (Teilhalogenierte Fluorkohlenwasserstoffe);N/A;N/A;N/A;N/A;N/A;N/A
2023;Bremen;WZ08-20;Herstellung von chemischen Erzeugnissen;H-FCKW (Teilhalog. Fluorchlorkohlenwasserstoffe);N/A;N/A;N/A;N/A;N/A;N/A
2023;Bremen;WZ08-20;Herstellung von chemischen Erzeugnissen;Blends;N/A;N/A;N/A;N/A;N/A;N/A
2023;Bremen;WZ08-20;Herstellung von chemischen Erzeugnissen;F-IKW (Fluoridkohlenwasserstoffe);N/A;N/A;N/A;N/A;N/A;N/A
2023;Bremen;WZ08-20;Herstellung von chemischen Erzeugnissen;H-BKW (Hydrogenierte Bromkohlenwasserstoffe);N/A;N/A;N/A;N/A;N/A;N/A
2023;Bremen;WZ08-20;Herstellung von chemischen Erzeugnissen;H-CKW (Teilchlorierte Kohlenwasserstoffe);N/A;N/A;N/A;N/A;N/A;N/A
2023;Bremen;WZ08-20;Herstellung von chemischen Erzeugnissen;FBKW (Fluorbromkohlenwasserstoffe (Halone));N/A;N/A;N/A;N/A;N/A;N/A
2023;Bremen;WZ08-20;Herstellung von chemischen Erzeugnissen;H-BCKW (Teilhalog. Bromchlorkohlenwasserstoffe);N/A;N/A;N/A;N/A;N/A;N/A
2023;Bremen;WZ08-20;Herstellung von chemischen Erzeugnissen;Insgesamt;N/A;N/A;N/A;N/A;N/A;N/A
2023;Bremen;WZ08-21;Herstellung von pharmazeutischen Erzeugnissen;FKW (Fluorkohlenwasserstoffe);N/A;N/A;N/A;N/A;N/A;N/A
2023;Bremen;WZ08-21;Herstellung von pharmazeutischen Erzeugnissen;H-FKW (Teilhalogenierte Fluorkohlenwasserstoffe);N/A;N/A;N/A;N/A;N/A;N/A
2023;Bremen;WZ08-21;Herstellung von pharmazeutischen Erzeugnissen;H-FCKW (Teilhalog. Fluorchlorkohlenwasserstoffe);N/A;N/A;N/A;N/A;N/A;N/A
2023;Bremen;WZ08-21;Herstellung von pharmazeutischen Erzeugnissen;Blends;N/A;N/A;N/A;N/A;N/A;N/A
2023;Bremen;WZ08-21;Herstellung von pharmazeutischen Erzeugnissen;F-IKW (Fluoridkohlenwasserstoffe);N/A;N/A;N/A;N/A;N/A;N/A
2023;Bremen;WZ08-21;Herstellung von pharmazeutischen Erzeugnissen;H-BKW (Hydrogenierte Bromkohlenwasserstoffe);N/A;N/A;N/A;N/A;N/A;N/A
2023;Bremen;WZ08-21;Herstellung von pharmazeutischen Erzeugnissen;H-CKW (Teilchlorierte Kohlenwasserstoffe);N/A;N/A;N/A;N/A;N/A;N/A
2023;Bremen;WZ08-21;Herstellung von pharmazeutischen Erzeugnissen;FBKW (Fluorbromkohlenwasserstoffe (Halone));N/A;N/A;N/A;N/A;N/A;N/A
2023;Bremen;WZ08-21;Herstellung von pharmazeutischen Erzeugnissen;H-BCKW (Teilhalog. Bromchlorkohlenwasserstoffe);N/A;N/A;N/A;N/A;N/A;N/A
2023;Bremen;WZ08-21;Herstellung von pharmazeutischen Erzeugnissen;Insgesamt;N/A;N/A;N/A;N/A;N/A;N/A
2023;Bremen;WZ08-22;Herstellung von Gummi- und Kunststoffwaren;FKW (Fluorkohlenwasserstoffe);N/A;N/A;N/A;N/A;N/A;N/A
2023;Bremen;WZ08-22;Herstellung von Gummi- und Kunststoffwaren;H-FKW (Teilhalogenierte Fluorkohlenwasserstoffe);N/A;N/A;N/A;N/A;N/A;N/A
2023;Bremen;WZ08-22;Herstellung von Gummi- und Kunststoffwaren;H-FCKW (Teilhalog. Fluorchlorkohlenwasserstoffe);N/A;N/A;N/A;N/A;N/A;N/A
2023;Bremen;WZ08-22;Herstellung von Gummi- und Kunststoffwaren;Blends;N/A;N/A;N/A;N/A;N/A;N/A
2023;Bremen;WZ08-22;Herstellung von Gummi- und Kunststoffwaren;F-IKW (Fluoridkohlenwasserstoffe);N/A;N/A;N/A;N/A;N/A;N/A
2023;Bremen;WZ08-22;Herstellung von Gummi- und Kunststoffwaren;H-BKW (Hydrogenierte Bromkohlenwasserstoffe);N/A;N/A;N/A;N/A;N/A;N/A
2023;Bremen;WZ08-22;Herstellung von Gummi- und Kunststoffwaren;H-CKW (Teilchlorierte Kohlenwasserstoffe);N/A;N/A;N/A;N/A;N/A;N/A
2023;Bremen;WZ08-22;Herstellung von Gummi- und Kunststoffwaren;FBKW (Fluorbromkohlenwasserstoffe (Halone));N/A;N/A;N/A;N/A;N/A;N/A
2023;Bremen;WZ08-22;Herstellung von Gummi- und Kunststoffwaren;H-BCKW (Teilhalog. Bromchlorkohlenwasserstoffe);N/A;N/A;N/A;N/A;N/A;N/A
2023;Bremen;WZ08-22;Herstellung von Gummi- und Kunststoffwaren;Insgesamt;N/A;N/A;N/A;N/A;N/A;N/A
2023;Bremen;WZ08-23;H.v.Glas,-waren,Keramik,Verarb. v.Steinen u.Erden;FKW (Fluorkohlenwasserstoffe);N/A;N/A;N/A;N/A;N/A;N/A
2023;Bremen;WZ08-23;H.v.Glas,-waren,Keramik,Verarb. v.Steinen u.Erden;H-FKW (Teilhalogenierte Fluorkohlenwasserstoffe);N/A;N/A;N/A;N/A;N/A;N/A
2023;Bremen;WZ08-23;H.v.Glas,-waren,Keramik,Verarb. v.Steinen u.Erden;H-FCKW (Teilhalog. Fluorchlorkohlenwasserstoffe);N/A;N/A;N/A;N/A;N/A;N/A
2023;Bremen;WZ08-23;H.v.Glas,-waren,Keramik,Verarb. v.Steinen u.Erden;Blends;N/A;N/A;N/A;N/A;N/A;N/A
2023;Bremen;WZ08-23;H.v.Glas,-waren,Keramik,Verarb. v.Steinen u.Erden;F-IKW (Fluoridkohlenwasserstoffe);N/A;N/A;N/A;N/A;N/A;N/A
2023;Bremen;WZ08-23;H.v.Glas,-waren,Keramik,Verarb. v.Steinen u.Erden;H-BKW (Hydrogenierte Bromkohlenwasserstoffe);N/A;N/A;N/A;N/A;N/A;N/A
2023;Bremen;WZ08-23;H.v.Glas,-waren,Keramik,Verarb. v.Steinen u.Erden;H-CKW (Teilchlorierte Kohlenwasserstoffe);N/A;N/A;N/A;N/A;N/A;N/A
2023;Bremen;WZ08-23;H.v.Glas,-waren,Keramik,Verarb. v.Steinen u.Erden;FBKW (Fluorbromkohlenwasserstoffe (Halone));N/A;N/A;N/A;N/A;N/A;N/A
2023;Bremen;WZ08-23;H.v.Glas,-waren,Keramik,Verarb. v.Steinen u.Erden;H-BCKW (Teilhalog. Bromchlorkohlenwasserstoffe);N/A;N/A;N/A;N/A;N/A;N/A
2023;Bremen;WZ08-23;H.v.Glas,-waren,Keramik,Verarb. v.Steinen u.Erden;Insgesamt;N/A;N/A;N/A;N/A;N/A;N/A
2023;Bremen;WZ08-24;Metallerzeugung und -bearbeitung;FKW (Fluorkohlenwasserstoffe);N/A;N/A;N/A;N/A;N/A;N/A
2023;Bremen;WZ08-24;Metallerzeugung und -bearbeitung;H-FKW (Teilhalogenierte Fluorkohlenwasserstoffe);N/A;N/A;N/A;N/A;N/A;N/A
2023;Bremen;WZ08-24;Metallerzeugung und -bearbeitung;H-FCKW (Teilhalog. Fluorchlorkohlenwasserstoffe);N/A;N/A;N/A;N/A;N/A;N/A
2023;Bremen;WZ08-24;Metallerzeugung und -bearbeitung;Blends;N/A;N/A;N/A;N/A;N/A;N/A
2023;Bremen;WZ08-24;Metallerzeugung und -bearbeitung;F-IKW (Fluoridkohlenwasserstoffe);N/A;N/A;N/A;N/A;N/A;N/A
2023;Bremen;WZ08-24;Metallerzeugung und -bearbeitung;H-BKW (Hydrogenierte Bromkohlenwasserstoffe);N/A;N/A;N/A;N/A;N/A;N/A
2023;Bremen;WZ08-24;Metallerzeugung und -bearbeitung;H-CKW (Teilchlorierte Kohlenwasserstoffe);N/A;N/A;N/A;N/A;N/A;N/A
2023;Bremen;WZ08-24;Metallerzeugung und -bearbeitung;FBKW (Fluorbromkohlenwasserstoffe (Halone));N/A;N/A;N/A;N/A;N/A;N/A
2023;Bremen;WZ08-24;Metallerzeugung und -bearbeitung;H-BCKW (Teilhalog. Bromchlorkohlenwasserstoffe);N/A;N/A;N/A;N/A;N/A;N/A
2023;Bremen;WZ08-24;Metallerzeugung und -bearbeitung;Insgesamt;N/A;N/A;N/A;N/A;N/A;N/A
2023;Bremen;WZ08-25;Herstellung von Metallerzeugnissen;FKW (Fluorkohlenwasserstoffe);N/A;N/A;N/A;N/A;N/A;N/A
2023;Bremen;WZ08-25;Herstellung von Metallerzeugnissen;H-FKW (Teilhalogenierte Fluorkohlenwasserstoffe);N/A;N/A;N/A;N/A;N/A;N/A
2023;Bremen;WZ08-25;Herstellung von Metallerzeugnissen;H-FCKW (Teilhalog. Fluorchlorkohlenwasserstoffe);N/A;N/A;N/A;N/A;N/A;N/A
2023;Bremen;WZ08-25;Herstellung von Metallerzeugnissen;Blends;N/A;N/A;N/A;N/A;N/A;N/A
2023;Bremen;WZ08-25;Herstellung von Metallerzeugnissen;F-IKW (Fluoridkohlenwasserstoffe);N/A;N/A;N/A;N/A;N/A;N/A
2023;Bremen;WZ08-25;Herstellung von Metallerzeugnissen;H-BKW (Hydrogenierte Bromkohlenwasserstoffe);N/A;N/A;N/A;N/A;N/A;N/A
2023;Bremen;WZ08-25;Herstellung von Metallerzeugnissen;H-CKW (Teilchlorierte Kohlenwasserstoffe);N/A;N/A;N/A;N/A;N/A;N/A
2023;Bremen;WZ08-25;Herstellung von Metallerzeugnissen;FBKW (Fluorbromkohlenwasserstoffe (Halone));N/A;N/A;N/A;N/A;N/A;N/A
2023;Bremen;WZ08-25;Herstellung von Metallerzeugnissen;H-BCKW (Teilhalog. Bromchlorkohlenwasserstoffe);N/A;N/A;N/A;N/A;N/A;N/A
2023;Bremen;WZ08-25;Herstellung von Metallerzeugnissen;Insgesamt;N/A;N/A;N/A;N/A;N/A;N/A
2023;Bremen;WZ08-26;H.v. DV-Geräten, elektron. u. opt. Erzeugnissen;FKW (Fluorkohlenwasserstoffe);N/A;N/A;N/A;N/A;N/A;N/A
2023;Bremen;WZ08-26;H.v. DV-Geräten, elektron. u. opt. Erzeugnissen;H-FKW (Teilhalogenierte Fluorkohlenwasserstoffe);N/A;N/A;N/A;N/A;N/A;N/A
2023;Bremen;WZ08-26;H.v. DV-Geräten, elektron. u. opt. Erzeugnissen;H-FCKW (Teilhalog. Fluorchlorkohlenwasserstoffe);N/A;N/A;N/A;N/A;N/A;N/A
2023;Bremen;WZ08-26;H.v. DV-Geräten, elektron. u. opt. Erzeugnissen;Blends;N/A;N/A;N/A;N/A;N/A;N/A
2023;Bremen;WZ08-26;H.v. DV-Geräten, elektron. u. opt. Erzeugnissen;F-IKW (Fluoridkohlenwasserstoffe);N/A;N/A;N/A;N/A;N/A;N/A
2023;Bremen;WZ08-26;H.v. DV-Geräten, elektron. u. opt. Erzeugnissen;H-BKW (Hydrogenierte Bromkohlenwasserstoffe);N/A;N/A;N/A;N/A;N/A;N/A
2023;Bremen;WZ08-26;H.v. DV-Geräten, elektron. u. opt. Erzeugnissen;H-CKW (Teilchlorierte Kohlenwasserstoffe);N/A;N/A;N/A;N/A;N/A;N/A
2023;Bremen;WZ08-26;H.v. DV-Geräten, elektron. u. opt. Erzeugnissen;FBKW (Fluorbromkohlenwasserstoffe (Halone));N/A;N/A;N/A;N/A;N/A;N/A
2023;Bremen;WZ08-26;H.v. DV-Geräten, elektron. u. opt. Erzeugnissen;H-BCKW (Teilhalog. Bromchlorkohlenwasserstoffe);N/A;N/A;N/A;N/A;N/A;N/A
2023;Bremen;WZ08-26;H.v. DV-Geräten, elektron. u. opt. Erzeugnissen;Insgesamt;N/A;N/A;N/A;N/A;N/A;N/A
2023;Bremen;WZ08-27;Herstellung von elektrischen Ausrüstungen;FKW (Fluorkohlenwasserstoffe);N/A;N/A;N/A;N/A;N/A;N/A
2023;Bremen;WZ08-27;Herstellung von elektrischen Ausrüstungen;H-FKW (Teilhalogenierte Fluorkohlenwasserstoffe);N/A;N/A;N/A;N/A;N/A;N/A
2023;Bremen;WZ08-27;Herstellung von elektrischen Ausrüstungen;H-FCKW (Teilhalog. Fluorchlorkohlenwasserstoffe);N/A;N/A;N/A;N/A;N/A;N/A
2023;Bremen;WZ08-27;Herstellung von elektrischen Ausrüstungen;Blends;N/A;N/A;N/A;N/A;N/A;N/A
2023;Bremen;WZ08-27;Herstellung von elektrischen Ausrüstungen;F-IKW (Fluoridkohlenwasserstoffe);N/A;N/A;N/A;N/A;N/A;N/A
